Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-02-03 00:00:00+05:30,-2.0272955332506424,-2.0656452990538323,-2.0272955332506424,-2.0554370880126953,5561792,0.0,0.0
2000-02-04 00:00:00+05:30,-2.062334490333024,-2.193385845906026,-2.062334490333024,-2.1641407012939453,17085504,0.0,0.0
2000-02-07 00:00:00+05:30,-2.262360018329568,-2.337266206741333,-2.2527036036171855,-2.337266206741333,14592768,0.0,0.0
2000-02-08 00:00:00+05:30,-2.483078193020176,-2.514806414375434,-2.413827901192614,-2.4499704837799072,12566528,0.0,0.0
2000-02-09 00:00:00+05:30,-2.4554886456966565,-2.5106681658246712,-2.365890899888792,-2.3945152759552,9785792,0.0,0.0
2000-02-10 00:00:00+05:30,-2.4000329285391624,-2.5586740291150925,-2.4000329285391624,-2.5451550483703613,13268480,0.0,0.0
2000-02-11 00:00:00+05:30,-2.5520532210813824,-2.748754501342773,-2.5520532210813824,-2.7487545013427734,4043264,0.0,0.0
2000-02-14 00:00:00+05:30,-2.9686436653137207,-2.9686436653137207,-2.9686436653137207,-2.9686436653137207,2210880,0.0,0.0
2000-02-15 00:00:00+05:30,-2.9686446651806335,-2.9686446651806335,-2.731165787567667,-2.753458261489868,25090240,0.0,0.0
2000-02-16 00:00:00+05:30,-2.7313861956278216,-2.827950354059108,-2.6072322776447385,-2.7450568675994873,7859520,0.0,0.0
2000-02-17 00:00:00+05:30,-2.7586996115394866,-2.9245140396358194,-2.7586996115394866,-2.832557439804077,9680960,0.0,0.0
2000-02-18 00:00:00+05:30,-2.874852656833525,-2.9242383214758667,-2.696898725580394,-2.714832067489624,10114624,0.0,0.0
2000-02-21 00:00:00+05:30,-2.745180742584006,-2.9245141579286895,-2.704072005835763,-2.8348474502563477,15096000,0.0,0.0
2000-02-22 00:00:00+05:30,-2.8663003923656705,-2.8966491307582225,-2.753458265069727,-2.7562172412872314,8775744,0.0,0.0
2000-02-23 00:00:00+05:30,-2.7727712633858177,-2.8086379563450374,-2.535733699798584,-2.535733699798584,8409216,0.0,0.0
2000-02-24 00:00:00+05:30,-2.5459827566932836,-2.6483407543886894,-2.4706627206532676,-2.61950945854187,7132992,0.0,0.0
2000-02-25 00:00:00+05:30,-2.5934372727325257,-2.5934372727325257,-2.4099516395729457,-2.4102275371551514,10261312,0.0,0.0
2000-02-28 00:00:00+05:30,-2.4003085420842756,-2.4527290734631277,-2.217416094021915,-2.35892391204834,10146432,0.0,0.0
2000-02-29 00:00:00+05:30,-2.3796163738507525,-2.5476242411696206,-2.3175394249676895,-2.4015777111053467,22618432,0.0,0.0
2000-03-01 00:00:00+05:30,-2.4278989708681897,-2.5936996936798096,-2.4278989708681897,-2.5936996936798096,5817920,0.0,0.0
2000-03-02 00:00:00+05:30,-2.758700236468248,-2.8011884689331055,-2.7313863727408396,-2.8011884689331055,1049984,0.0,0.0
2000-03-03 00:00:00+05:30,-3.0072835552631383,-3.0252721309661865,-3.0072835552631383,-3.0252721309661865,1578560,0.0,0.0
2000-03-06 00:00:00+05:30,-3.2672346435310935,-3.2672898769378667,-3.25531581321203,-3.267289876937866,387840,0.0,0.0
2000-03-07 00:00:00+05:30,-3.528660774230957,-3.528660774230957,-3.528660774230957,-3.528660774230957,875520,0.0,0.0
2000-03-08 00:00:00+05:30,-3.8109452159699844,-3.8109452159699844,-3.3107704608279294,-3.417929172515869,22985472,0.0,0.0
2000-03-09 00:00:00+05:30,-3.476034203702913,-3.5728742708113916,-3.214207355594804,-3.232940912246704,7017344,0.0,0.0
2000-03-10 00:00:00+05:30,-3.310495457649231,-3.4915670071345253,-3.170063572663527,-3.2280020713806152,12865472,0.0,0.0
2000-03-13 00:00:00+05:30,-3.31022065654526,-3.3921622747311195,-2.9697766304016118,-2.9697766304016113,7048640,0.0,0.0
2000-03-14 00:00:00+05:30,-2.732200145721435,-2.80587854467243,-2.732200145721435,-2.7322001457214355,7966336,0.0,0.0
2000-03-15 00:00:00+05:30,-2.5137030620458813,-2.79235964119925,-2.5136340876451007,-2.678220748901367,11929536,0.0,0.0
2000-03-16 00:00:00+05:30,-2.648616786820422,-2.648616786820422,-2.463972330093384,-2.463972330093384,8458112,0.0,0.0
2000-03-21 00:00:00+05:30,-2.5796427209022594,-2.66108775138855,-2.5520529591813794,-2.66108775138855,6228224,0.0,0.0
2000-03-22 00:00:00+05:30,-2.758699383142369,-2.8739693164825435,-2.7454563017951505,-2.873969316482544,3500416,0.0,0.0
2000-03-23 00:00:00+05:30,-3.089777813882482,-3.103876076168841,-2.789325269966237,-2.8169150352478027,10186944,0.0,0.0
2000-03-24 00:00:00+05:30,-2.800636847666937,-3.0422541976171216,-2.676207016290936,-2.9446969032287598,11494016,0.0,0.0
2000-03-27 00:00:00+05:30,-3.0210786696683782,-3.0555658690938166,-2.8475390821595736,-2.880826234817505,9547008,0.0,0.0
2000-03-28 00:00:00+05:30,-2.855539407581794,-2.855539407581794,-2.6793925773892204,-2.7719976902008057,8990912,0.0,0.0
2000-03-29 00:00:00+05:30,-2.77277055701454,-2.9107193409456116,-2.77277055701454,-2.8536360263824463,6596224,0.0,0.0
2000-03-30 00:00:00+05:30,-2.8006493309372207,-2.8006493309372207,-2.625357957863114,-2.669584274291992,5854784,0.0,0.0
2000-03-31 00:00:00+05:30,-2.6488927064997947,-2.6488927064997947,-2.456026554107666,-2.456026554107666,6547584,0.0,0.0
2000-04-03 00:00:00+05:30,-2.3310587511077796,-2.42789880574606,-2.2595460414886475,-2.2595460414886475,7738816,0.0,0.0
2000-04-04 00:00:00+05:30,-2.078792095184326,-2.078792095184326,-2.078792095184326,-2.078792095184326,5910720,0.0,0.0
2000-04-05 00:00:00+05:30,-2.078791788100516,-2.2450890635569145,-1.918040081249081,-2.154898166656494,27891328,0.0,0.0
2000-04-06 00:00:00+05:30,-2.1641408855117255,-2.327279090881348,-2.0172391469632194,-2.3272790908813477,31067776,0.0,0.0
2000-04-07 00:00:00+05:30,-2.5134541988372803,-2.5134541988372803,-2.5134541988372803,-2.5134541988372803,597504,0.0,0.0
2000-04-10 00:00:00+05:30,-2.7145152091979976,-2.7145152091979976,-2.7145152091979976,-2.714515209197998,856256,0.0,0.0
2000-04-11 00:00:00+05:30,-2.814155289342094,-2.9316601753234863,-2.739662943447744,-2.9316601753234863,21266048,0.0,0.0
2000-04-12 00:00:00+05:30,-2.9228596177119988,-2.9231355153538443,-2.752078977409589,-2.7776269912719727,14239360,0.0,0.0
2000-04-13 00:00:00+05:30,-2.7455953983311194,-2.7455953983311194,-2.555419206619263,-2.5554192066192627,5025664,0.0,0.0
2000-04-17 00:00:00+05:30,-2.350992202758789,-2.350992202758789,-2.350992202758789,-2.350992202758789,215680,0.0,0.0
2000-04-18 00:00:00+05:30,-2.3509920400075766,-2.448590800066568,-2.162926498627838,-2.167865037918091,22896448,0.0,0.0
2000-04-19 00:00:00+05:30,-2.204421783878555,-2.314780821869972,-1.9944499731063843,-1.9944499731063843,20941760,0.0,0.0
2000-04-20 00:00:00+05:30,-1.9657699883601403,-2.15200082936268,-1.835008294335896,-2.0847370624542236,33740352,0.0,0.0
2000-04-24 00:00:00+05:30,-2.1630370237234082,-2.19338575747463,-1.9867384703867683,-2.005361557006836,15420864,0.0,0.0
2000-04-25 00:00:00+05:30,-1.9864627246491977,-2.054885329609337,-1.8457549483198794,-2.0128109455108643,18819648,0.0,0.0
2000-04-26 00:00:00+05:30,-2.033364847299865,-2.1738243103027344,-2.033364847299865,-2.1738243103027344,12706048,0.0,0.0
2000-04-27 00:00:00+05:30,-2.1920063583163363,-2.2482894668243953,-2.127170424495777,-2.198214054107666,23550208,0.0,0.0
2000-04-28 00:00:00+05:30,-2.2209756565682683,-2.3175398155494973,-2.199248720797492,-2.2347705364227295,15581824,0.0,0.0
2000-05-02 00:00:00+05:30,-2.317539111870091,-2.3727186145336647,-2.131860085407166,-2.171865224838257,16859968,0.0,0.0
2000-05-03 00:00:00+05:30,-2.157518569525186,-2.1768313955951046,-1.9343450963546298,-2.12441086769104,20732352,0.0,0.0
2000-05-04 00:00:00+05:30,-2.1380685904244263,-2.2692579077670696,-2.0692321347420086,-2.2546353340148926,18527424,0.0,0.0
2000-05-05 00:00:00+05:30,-2.260153262867647,-2.407206691713894,-2.260153262867647,-2.3451297283172607,19519488,0.0,0.0
2000-05-08 00:00:00+05:30,-2.3975507188530707,-2.4003096955145815,-2.0747504494562823,-2.0837998390197754,37562112,0.0,0.0
2000-05-09 00:00:00+05:30,-2.070610951173945,-2.1917299661726606,-1.9483883460613454,-2.186487913131714,22605952,0.0,0.0
2000-05-10 00:00:00+05:30,-2.1964201191803077,-2.2154570477349416,-2.083302137913642,-2.12441086769104,16757248,0.0,0.0
2000-05-11 00:00:00+05:30,-2.1108926522052003,-2.1108926522052003,-1.9107426735323494,-1.983703851699829,29654976,0.0,0.0
2000-05-12 00:00:00+05:30,-1.9665983113502514,-2.01377680619325,-1.8664474714203776,-1.88438081741333,22173824,0.0,0.0
2000-05-15 00:00:00+05:30,-1.8391333106942636,-1.9864626218119859,-1.6862860478492858,-1.9230061769485474,33014848,0.0,0.0
2000-05-16 00:00:00+05:30,-1.9381804074043838,-1.9619075981569498,-1.8595496008406471,-1.9119701385498047,24559744,0.0,0.0
2000-05-17 00:00:00+05:30,-1.9230065662655547,-2.0551615368883955,-1.8904506444837275,-1.9294211864471436,23478272,0.0,0.0
2000-05-18 00:00:00+05:30,-1.9174886172739958,-1.9312834994126578,-1.8650680651470808,-1.913074254989624,13218304,0.0,0.0
2000-05-19 00:00:00+05:30,-1.896796224470642,-1.896796224470642,-1.7381550856967338,-1.7814710140228271,31762432,0.0,0.0
2000-05-22 00:00:00+05:30,-1.6389560821743447,-1.7243601371614212,-1.6140010883830904,-1.617863655090332,26614784,0.0,0.0
2000-05-23 00:00:00+05:30,-1.611241835992313,-1.7078059871219895,-1.545302315649477,-1.7050470113754272,32309248,0.0,0.0
2000-05-24 00:00:00+05:30,-1.6981499949926164,-1.6981499949926164,-1.5869632447112152,-1.6622833013534546,30662272,0.0,0.0
2000-05-25 00:00:00+05:30,-1.679664581028848,-1.7409138479454715,-1.6553855923411773,-1.6630693674087524,25300928,0.0,0.0
2000-05-26 00:00:00+05:30,-1.674698441772907,-1.6940112738856092,-1.6087589149881087,-1.652626633644104,26270464,0.0,0.0
2000-05-29 00:00:00+05:30,-1.6005373345754803,-1.6454534134369692,-1.545026679283539,-1.6211881637573242,20502976,0.0,0.0
2000-05-30 00:00:00+05:30,-1.6333134268907639,-1.7422929545295902,-1.6208980376660875,-1.7286360263824463,25267456,0.0,0.0
2000-05-31 00:00:00+05:30,-1.7447763432760608,-1.936069962504203,-1.7447763432760608,-1.928524136543274,22762304,0.0,0.0
2000-06-01 00:00:00+05:30,-1.9257649762238371,-1.965770122578057,-1.876379312793455,-1.9221230745315552,23550144,0.0,0.0
2000-06-02 00:00:00+05:30,-1.9285242207422604,-2.1023397084486444,-1.9285242207422604,-2.07612943649292,25152128,0.0,0.0
2000-06-05 00:00:00+05:30,-2.2422057771650556,-2.3252509445042078,-2.157518965422491,-2.2094566822052,25250048,0.0,0.0
2000-06-06 00:00:00+05:30,-2.2347708634660504,-2.26098113902522,-2.1547605486012165,-2.2037737369537354,29454080,0.0,0.0
2000-06-07 00:00:00+05:30,-2.1933857659255307,-2.217664753020052,-2.1257908586737373,-2.136950969696045,26161472,0.0,0.0
2000-06-08 00:00:00+05:30,-2.146483389835397,-2.2069049659760083,-2.146483389835397,-2.182032823562622,18471296,0.0,0.0
2000-06-09 00:00:00+05:30,-2.1851090045164843,-2.2540834049115754,-2.1657961724058588,-2.1685965061187744,25843968,0.0,0.0
2000-06-12 00:00:00+05:30,-2.223734854709854,-2.223734854709854,-2.1326886385740904,-2.1426072120666504,14986112,0.0,0.0
2000-06-13 00:00:00+05:30,-2.124687102507161,-2.165795838810702,-2.0554368151770355,-2.152801036834717,21043264,0.0,0.0
2000-06-14 00:00:00+05:30,-2.1627618018798045,-2.1850542793868173,-2.13820690962731,-2.1647896766662598,16373184,0.0,0.0
2000-06-15 00:00:00+05:30,-2.1525527796659065,-2.314780546192894,-2.138206106435629,-2.288956642150879,40785024,0.0,0.0
2000-06-16 00:00:00+05:30,-2.2899501645611227,-2.3368527582930976,-2.2488414206430978,-2.3257341384887695,28036480,0.0,0.0
2000-06-19 00:00:00+05:30,-2.3448533047915916,-2.4044471762864714,-2.2982266182979125,-2.3645524978637695,35657664,0.0,0.0
2000-06-20 00:00:00+05:30,-2.367201246579093,-2.4590751411141554,-2.367201246579093,-2.4208908081054688,25055872,0.0,0.0
2000-06-21 00:00:00+05:30,-2.433388438401166,-2.465971824982072,-2.3208497417486225,-2.3283679485321045,28012032,0.0,0.0
2000-06-22 00:00:00+05:30,-2.336852580033842,-2.369960290730898,-2.3037448693367866,-2.3465917110443115,14657216,0.0,0.0
2000-06-23 00:00:00+05:30,-2.3382317569684643,-2.3382317569684643,-2.2513240279483977,-2.2629806995391846,19060096,0.0,0.0
2000-06-26 00:00:00+05:30,-2.207180639015021,-2.256842203392859,-2.168830875412135,-2.2318458557128906,15189056,0.0,0.0
2000-06-27 00:00:00+05:30,-2.2209761332796285,-2.2996069653274165,-2.2069053528079188,-2.250814437866211,21777856,0.0,0.0
2000-06-28 00:00:00+05:30,-2.2350468012648785,-2.276155549985835,-2.214119938144001,-2.275355339050293,13256512,0.0,0.0
2000-06-29 00:00:00+05:30,-2.28029430931392,-2.371892338435786,-2.28029430931392,-2.3040077686309814,16637696,0.0,0.0
2000-06-30 00:00:00+05:30,-2.2968476349333486,-2.302365587209465,-2.2485655525173325,-2.2951507568359375,13620800,0.0,0.0
2000-07-04 00:00:00+05:30,-2.3906524834673797,-2.432037119649735,-2.379947711461122,-2.4081857204437256,25247744,0.0,0.0
2000-07-05 00:00:00+05:30,-2.40582751871436,-2.4138285505999924,-2.3589249180054788,-2.3627874851226807,16072768,0.0,0.0
2000-07-06 00:00:00+05:30,-2.3589238447324754,-2.3589238447324754,-2.3095381876322283,-2.3325066566467285,10869504,0.0,0.0
2000-07-07 00:00:00+05:30,-2.3390592040251303,-2.3691320340839574,-2.334437920506916,-2.3404524326324463,12169600,0.0,0.0
2000-07-10 00:00:00+05:30,-2.3478885993362177,-2.3720848729829602,-2.2831906114931693,-2.2972476482391357,18894208,0.0,0.0
2000-07-11 00:00:00+05:30,-2.30371673630947,-2.3569924379443625,-2.2789271832719473,-2.283769130706787,38426880,0.0,0.0
2000-07-12 00:00:00+05:30,-2.2789279246624714,-2.3167121549958676,-2.226852252487234,-2.315415382385254,30825984,0.0,0.0
2000-07-13 00:00:00+05:30,-2.317263511279574,-2.335748647040466,-2.18400499527195,-2.1973860263824463,26415488,0.0,0.0
2000-07-14 00:00:00+05:30,-2.1920063292700998,-2.2069047989718724,-2.1106165410844886,-2.1331849098205566,56766208,0.0,0.0
2000-07-17 00:00:00+05:30,-2.1434479988578503,-2.1600018513396972,-2.1009597774877755,-2.110795497894287,32107968,0.0,0.0
2000-07-18 00:00:00+05:30,-2.1064775041031156,-2.1235831498469784,-2.0347441509836908,-2.0626511573791504,37391232,0.0,0.0
2000-07-19 00:00:00+05:30,-2.0559887825542575,-2.061230836616057,-1.9892353086547256,-2.013072967529297,32937152,0.0,0.0
2000-07-20 00:00:00+05:30,-2.0085342580666294,-2.031985550914935,-1.9922563018542763,-2.0253777503967285,22066944,0.0,0.0
2000-07-21 00:00:00+05:30,-2.0278469600762885,-2.065920821367517,-2.0008090006086046,-2.0049750804901123,29799424,0.0,0.0
2000-07-24 00:00:00+05:30,-1.964942662868542,-1.964942662868542,-1.8705856857973482,-1.8747241497039795,29857536,0.0,0.0
2000-07-25 00:00:00+05:30,-1.8692065261251234,-1.9889461028540243,-1.7555366975253373,-1.9813451766967773,57204736,0.0,0.0
2000-07-26 00:00:00+05:30,-1.9878419805852958,-1.9969466003437017,-1.8228414936680648,-1.8232001066207886,37418048,0.0,0.0
2000-07-27 00:00:00+05:30,-1.7795390063510685,-1.8893462194561421,-1.7660200278532077,-1.8711093664169312,41554496,0.0,0.0
2000-07-28 00:00:00+05:30,-1.8830013872064535,-1.9450783560154574,-1.858170599682852,-1.918605923652649,35454336,0.0,0.0
2000-07-31 00:00:00+05:30,-1.8698265976369088,-1.9105904590557516,-1.8482376151934268,-1.8763654232025146,22276288,0.0,0.0
2000-08-01 00:00:00+05:30,-1.8827247361815838,-1.9091556655494795,-1.860928831410431,-1.871909499168396,21963904,0.0,0.0
2000-08-02 00:00:00+05:30,-1.8650677807821079,-1.8650677807821079,-1.7883682477854472,-1.8338637351989746,26400832,0.0,0.0
2000-08-03 00:00:00+05:30,-1.8140265603799912,-1.8140265603799912,-1.7660203822041558,-1.7800498008728027,22894336,0.0,0.0
2000-08-04 00:00:00+05:30,-1.7902998745668934,-1.8209245141225916,-1.7257674403201335,-1.734844446182251,34160832,0.0,0.0
2000-08-07 00:00:00+05:30,-1.7519494927846468,-1.7933341264724731,-1.7464315416262701,-1.7933341264724731,25568256,0.0,0.0
2000-08-08 00:00:00+05:30,-1.7991283463075263,-2.077509039671166,-1.7991283463075263,-2.073025703430176,80903744,0.0,0.0
2000-08-09 00:00:00+05:30,-2.0775085156615334,-2.1520008528764887,-2.073025180551374,-2.0943520069122314,40153088,0.0,0.0
2000-08-10 00:00:00+05:30,-2.0791638888558635,-2.1133751842669737,-2.0002571913753995,-2.011237859725952,30599104,0.0,0.0
2000-08-11 00:00:00+05:30,-2.000257502311011,-2.0650934351445405,-1.9757026171102277,-2.0017611980438232,41177280,0.0,0.0
2000-08-14 00:00:00+05:30,-2.013776238318861,-2.0278470135146773,-1.983717146048617,-2.0135416984558105,25204864,0.0,0.0
2000-08-16 00:00:00+05:30,-2.025088212926738,-2.1462072490949717,-2.025088212926738,-2.1379992961883545,34651648,0.0,0.0
2000-08-17 00:00:00+05:30,-2.1464825221564983,-2.1547594470491322,-2.0761286605691063,-2.0777013301849365,21056832,0.0,0.0
2000-08-18 00:00:00+05:30,-2.0838544420875906,-2.2140228677163614,-2.0833026469222027,-2.19797945022583,53979648,0.0,0.0
2000-08-21 00:00:00+05:30,-2.2320115618544993,-2.234770537827125,-2.187867946292482,-2.2013869285583496,37370368,0.0,0.0
2000-08-22 00:00:00+05:30,-2.2027666680170386,-2.3774925824242685,-2.2027666680170386,-2.292860984802246,39694976,0.0,0.0
2000-08-23 00:00:00+05:30,-2.2789145782262654,-2.2819494523619177,-2.2071811895653903,-2.2123680114746094,26292096,0.0,0.0
2000-08-24 00:00:00+05:30,-2.207181227239049,-2.2775351288572936,-2.1972489117164735,-2.2640576362609863,28287360,0.0,0.0
2000-08-25 00:00:00+05:30,-2.2761546566178197,-2.292432611131814,-2.2240100226662114,-2.2290451526641846,28958592,0.0,0.0
2000-08-28 00:00:00+05:30,-2.2099393161678753,-2.2485649721308594,-2.142344418232653,-2.1466760635375977,31046848,0.0,0.0
2000-08-29 00:00:00+05:30,-2.143724625991062,-2.1837297831041513,-2.11061690975954,-2.16409969329834,30342144,0.0,0.0
2000-08-30 00:00:00+05:30,-2.160553731490649,-2.1958686181757217,-2.149545446099907,-2.1592018604278564,23551936,0.0,0.0
2000-08-31 00:00:00+05:30,-2.1588988768882382,-2.331886684659347,-2.152001436386998,-2.3101322650909424,72356544,0.0,0.0
2000-09-04 00:00:00+05:30,-2.3724429639331106,-2.400308615678342,-2.3511988531966472,-2.369642496109009,41556096,0.0,0.0
2000-09-05 00:00:00+05:30,-2.378236885629792,-2.386237914595368,-2.345405077115877,-2.3552958965301514,23767104,0.0,0.0
2000-09-06 00:00:00+05:30,-2.3534336085949525,-2.3534336085949525,-2.2844454793675513,-2.3066277503967285,21646848,0.0,0.0
2000-09-07 00:00:00+05:30,-2.300986548909518,-2.3296661653568296,-2.2733967821360226,-2.3052077293395996,20590016,0.0,0.0
2000-09-08 00:00:00+05:30,-2.3161609818660276,-2.382238475035404,-2.3161609818660276,-2.3603873252868652,42726528,0.0,0.0
2000-09-11 00:00:00+05:30,-2.3754780850876833,-2.4483150437942043,-2.3727191093791027,-2.397067070007324,58483584,0.0,0.0
2000-09-12 00:00:00+05:30,-2.405274969232248,-2.4637652529529683,-2.3741122854108383,-2.4408657550811768,72477312,0.0,0.0
2000-09-13 00:00:00+05:30,-2.4485906646512827,-2.462385541635234,-2.386789615763183,-2.396735668182373,72211712,0.0,0.0
2000-09-14 00:00:00+05:30,-2.4077584790295554,-2.4347964452201016,-2.2990548190389926,-2.363421678543091,81231040,0.0,0.0
2000-09-15 00:00:00+05:30,-2.345405549712607,-2.3738230031440146,-2.3172914758754395,-2.3473093509674072,59142272,0.0,0.0
2000-09-18 00:00:00+05:30,-2.317263597689601,-2.317539495248559,-2.2002830326913405,-2.204214572906494,68606848,0.0,0.0
2000-09-19 00:00:00+05:30,-2.1933864495308715,-2.1933864495308715,-2.0474503248924885,-2.1286470890045166,56810816,0.0,0.0
2000-09-20 00:00:00+05:30,-2.137930659778883,-2.1823364356539625,-2.088558726738231,-2.153491258621216,25166016,0.0,0.0
2000-09-21 00:00:00+05:30,-2.145932137860483,-2.145932137860483,-2.075026434668127,-2.0767784118652344,21881728,0.0,0.0
2000-09-22 00:00:00+05:30,-2.0695076542844646,-2.0695076542844646,-1.917488094557663,-1.9364697933197021,50087744,0.0,0.0
2000-09-25 00:00:00+05:30,-2.028122973974413,-2.091372489929199,-2.022880920307495,-2.091372489929199,32045632,0.0,0.0
2000-09-26 00:00:00+05:30,-2.091372998652986,-2.10908568029077,-1.9864629254050328,-2.010410785675049,41042176,0.0,0.0
2000-09-27 00:00:00+05:30,-2.007706798690583,-2.0692043456691476,-1.945353942224447,-2.057382106781006,47240576,0.0,0.0
2000-09-28 00:00:00+05:30,-2.043021772455841,-2.093786931960483,-2.0038443124033454,-2.0298752784729004,32140160,0.0,0.0
2000-09-29 00:00:00+05:30,-2.033364992174894,-2.0678521867504522,-2.015183370137781,-2.0260813236236572,31049600,0.0,0.0
2000-10-03 00:00:00+05:30,-1.9864627727067659,-2.101787972566686,-1.9467335172526303,-2.0902140140533447,45972672,0.0,0.0
2000-10-04 00:00:00+05:30,-2.0844059356738143,-2.118893128520833,-2.0347719946715044,-2.0975937843322754,35166784,0.0,0.0
2000-10-05 00:00:00+05:30,-2.110340496752171,-2.128273838664694,-2.0623343199401853,-2.065603733062744,33183296,0.0,0.0
2000-10-06 00:00:00+05:30,-2.0628863317329507,-2.082750958706974,-1.9961191132924834,-2.0387866497039795,36554752,0.0,0.0
2000-10-09 00:00:00+05:30,-2.0664734946398977,-2.0725432432222846,-2.030606798471248,-2.0412425994873047,36982400,0.0,0.0
2000-10-10 00:00:00+05:30,-2.0482642056565243,-2.0913042401503845,-1.9983267297373661,-2.0109353065490723,67604864,0.0,0.0
2000-10-11 00:00:00+05:30,-2.0085340765905455,-2.0085340765905455,-1.8693575096636343,-1.8762412071228027,60498240,0.0,0.0
2000-10-12 00:00:00+05:30,-1.871964766713313,-1.8871391310713428,-1.8101637191460642,-1.8732752799987793,56973696,0.0,0.0
2000-10-13 00:00:00+05:30,-1.8678261592683523,-1.8678261592683523,-1.786436393096393,-1.7877469062805176,50545920,0.0,0.0
2000-10-16 00:00:00+05:30,-1.916108891670814,-1.9307590816301703,-1.787816503675576,-1.8019286394119263,59214272,0.0,0.0
2000-10-17 00:00:00+05:30,-1.7938861729828877,-1.81954464946511,-1.7381685994666947,-1.7797877788543701,57500736,0.0,0.0
2000-10-18 00:00:00+05:30,-1.7770563940436528,-1.7770563940436528,-1.6835684678423868,-1.7219595909118652,48031808,0.0,0.0
2000-10-19 00:00:00+05:30,-1.7202214696502156,-1.8554112884358782,-1.6857342709804037,-1.8423888683319092,62299776,0.0,0.0
2000-10-20 00:00:00+05:30,-1.8554113693699874,-1.9897735012485278,-1.8554113693699874,-1.9587212800979614,70505280,0.0,0.0
2000-10-23 00:00:00+05:30,-1.9864626125662228,-1.9997056966499975,-1.8885465865649362,-1.9055832624435425,40553728,0.0,0.0
2000-10-24 00:00:00+05:30,-1.8976233741587074,-1.963011094379064,-1.8623084872886413,-1.9554791450500488,43484416,0.0,0.0
2000-10-25 00:00:00+05:30,-2.004115209872966,-2.050689718271422,-1.9942357686975358,-2.0454254150390625,37842240,2.5,0.0
2000-10-26 00:00:00+05:30,-2.018509955105075,-2.025284425657798,-2.004396474786902,-2.0181148052215576,6429568,0.0,0.0
2000-10-27 00:00:00+05:30,-2.021049996430239,-2.04617198660933,-2.012878237752448,-2.032552480697632,16856576,0.0,0.0
2000-10-30 00:00:00+05:30,-2.0379865936428745,-2.054922770321347,-1.9956461519466928,-2.0053985118865967,15153088,0.0,0.0
