,DATE,STOCK_PRICE,Indicator
307,2001-03-26,67.355469,train
308,2001-03-27,72.710159,train
309,2001-03-28,73.681252,train
310,2001-03-29,68.925003,train
311,2001-03-30,63.795311,train
312,2001-04-02,63.977345,train
313,2001-04-03,63.642185,train
314,2001-04-04,61.139843,train
315,2001-04-06,62.636719,train
316,2001-04-09,61.894531,train
317,2001-04-10,60.246094,train
318,2001-04-11,50.607033,train
319,2001-04-12,44.528908,train
320,2001-04-16,48.014843,train
321,2001-04-17,47.648438,train
322,2001-04-18,55.271873,train
323,2001-04-19,59.335938,train
324,2001-04-20,60.14922,train
325,2001-04-23,57.893749,train
326,2001-04-24,60.347656,train
327,2001-04-25,59.603127,train
328,2001-04-26,57.056252,train
329,2001-04-27,50.570313,train
330,2001-04-30,58.246876,train
331,2001-05-02,61.298435,train
332,2001-05-03,59.387501,train
333,2001-05-04,59.585938,train
334,2001-05-07,62.486717,train
335,2001-05-08,61.97578,train
336,2001-05-09,60.271091,train
337,2001-05-10,60.000782,train
338,2001-05-11,60.974998,train
339,2001-05-14,60.871094,train
340,2001-05-15,61.061718,train
341,2001-05-16,59.335155,train
342,2001-05-17,61.078125,train
343,2001-05-18,61.594532,train
344,2001-05-21,61.726563,train
345,2001-05-22,62.015625,train
346,2001-05-23,65.290722375,train
347,2001-05-24,65.06797,train
348,2001-05-25,65.271095,train
349,2001-05-28,65.290722375,train
350,2001-05-29,65.290722375,train
351,2001-05-30,61.170311,train
352,2001-05-31,58.973438,train
353,2001-06-01,58.545311,train
354,2001-06-04,56.53281,train
355,2001-06-05,59.052341,train
356,2001-06-06,59.314842,train
357,2001-06-07,60.610157,train
358,2001-06-08,61.78125,train
359,2001-06-11,59.493752,train
360,2001-06-12,59.971092,train
361,2001-06-13,59.764061,train
362,2001-06-14,59.426563,train
363,2001-06-15,53.154686,train
364,2001-06-18,52.641407,train
365,2001-06-19,54.092968,train
366,2001-06-20,52.508595,train
367,2001-06-21,53.221092,train
368,2001-06-22,53.746094,train
369,2001-06-25,52.162498,train
370,2001-06-26,55.717186,train
371,2001-06-27,55.280468,train
372,2001-06-28,56.342186,train
373,2001-06-29,58.771091,train
374,2001-07-02,58.172657,train
375,2001-07-03,54.754784625,train
376,2001-07-04,54.754784625,train
377,2001-07-05,54.754784625,train
378,2001-07-06,57.074219,train
379,2001-07-09,54.99453,train
380,2001-07-10,54.754784625,train
381,2001-07-11,58.865623,train
382,2001-07-12,59.655563625,train
383,2001-07-13,57.536716,train
384,2001-07-16,56.62656,train
385,2001-07-17,57.16328,train
386,2001-07-18,57.428905,train
387,2001-07-19,57.817188,train
388,2001-07-20,58.614063,train
389,2001-07-23,56.68047,train
390,2001-07-24,57.817966,train
391,2001-07-25,57.571095,train
392,2001-07-26,57.082031,train
393,2001-07-27,56.581249,train
394,2001-07-30,57.137501,train
395,2001-07-31,58.770313,train
396,2001-08-01,56.52578,train
397,2001-08-02,58.942188,train
398,2001-08-03,60.517185,train
399,2001-08-06,59.239063,train
400,2001-08-07,58.646873,train
401,2001-08-08,57.514843,train
402,2001-08-09,57.528126,train
403,2001-08-10,56.987499,train
404,2001-08-13,56.513283,train
405,2001-08-14,59.210155,train
406,2001-08-15,59.210155,train
407,2001-08-16,58.58672,train
408,2001-08-17,57.234375,train
409,2001-08-20,57.529686,train
